country_code,country_name,indicator,indicator_name,year,value
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,28.6612661075538
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,28.628650184641
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,30.5621181630478
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,35.2910131878973
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,38.0076646022397
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,31.1964144613097
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,29.9289604206331
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,26.8156664558868
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,30.9090873467642
BR,Brazil,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,30.7299282835538
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,13.0007522555005
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,13.50675136222
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,13.9317634143876
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,15.0703683293598
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,15.634535209813
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,14.5601860956403
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,13.9248882428061
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,13.6631367045646
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,12.4023168814925
CN,China,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,11.8789197021152
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,49.2038699846531
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,54.9698144239845
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,55.2901604295775
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,54.5702530730857
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,58.195276425352
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,44.0144816213322
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,40.935302359277
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,41.1813299968956
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,43.2364464218603
CO,Colombia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,39.1551312422504
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,41.9820138564051
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,44.4212432479616
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,35.3832819125992
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,35.4130599251787
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,35.5843178235706
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,37.3486377137165
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,38.8036123837843
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,34.6961018574758
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,21.0959884446522
EG,"Egypt, Arab Rep.",DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,15.4090910799379
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,30.9729980083421
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,29.935375315129
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,30.8527352858338
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,36.1990816015577
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,40.4899520829926
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,37.0829978168899
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,37.5639689128338
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,35.9645370946451
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,35.3699048723645
ID,Indonesia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,36.9878652515237
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,18.5795533694083
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,18.0442974446192
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,18.6518069060743
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,19.5524130311129
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,21.4094740100862
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,19.9766366353145
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,19.4905310721105
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,19.5049373712632
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,20.0812235448632
IN,India,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,23.0297689509967
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,90.1349716229773
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,87.8712529400758
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,85.3105835968273
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,90.649566277089
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,87.2903094132487
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,75.2477556467505
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,73.9512312696322
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,72.5857469158017
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,68.4833967118955
JO,Jordan,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,67.0927641139484
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,34.992669732423
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,40.4232521954815
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,36.8769031537885
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,38.1042168095825
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,38.0454096339675
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,35.4042862038635
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,34.6140434138868
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,33.4901470475528
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,28.5315668521598
KE,Kenya,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,31.3058278228131
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,44.7188367863758
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,48.9147951964991
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,50.35106931617
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,46.8983264543197
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,54.9196081945346
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,43.5343377341004
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,40.4114034285646
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,44.0032096192297
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,43.4727961452493
MA,Morocco,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,41.0525743321797
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,32.8920519832698
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,34.0722892134803
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,40.8971913213688
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,46.8965782589805
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,56.8349663684666
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,48.7169187460769
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,49.1902287834628
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,49.85860000761
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,50.2965927131738
MX,Mexico,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,45.4803129174973
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,60.0447244122839
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,29.036832236491
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,22.1867351582616
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,22.2682603874306
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,20.4924439613801
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,17.479665389895
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,16.9165675219792
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,17.7307590012602
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,10.978230289557
NG,Nigeria,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,9.37394526748953
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,34.2282212044217
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,37.1975658585426
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,39.9788909505895
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,42.6071664051668
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,38.1780303630646
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,29.5044834900041
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,32.4819714568868
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,33.9083827987592
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,38.1972280258854
PE,Peru,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,37.0040696483009
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,26.2604550502335
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,25.6668725797068
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,25.875290276635
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,26.1303951987477
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,25.3116389229833
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,20.3516842117646
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,20.6399906442903
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,20.1794848256215
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,21.2638927411851
PH,Philippines,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,23.3400182272902
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,16.757438584072
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,26.4340953468359
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,31.6125814211445
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,29.6288697909038
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,29.548796109
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,33.8872742360339
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,43.1184713428485
RU,Russian Federation,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,37.125952762227
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,37.4891208226563
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,38.7070888237378
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,41.8986110741223
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,40.2520564409155
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,38.1852515690645
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,32.1769086458462
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,35.6858960191966
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,35.229827656924
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,33.2711074983591
TH,Thailand,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,32.3148092281891
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,77.6996062630389
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,90.2495580226375
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,93.3278878231755
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,93.8461326685163
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,102.147025479701
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,98.5572804435593
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,84.6215604863162
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,81.888186770087
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,68.0294246068561
TN,Tunisia,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,63.2230339634337
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,39.3880494718611
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,45.157151097837
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,50.758322367613
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,53.7425891882514
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,60.3150906136416
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,55.3071524639806
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,55.4453574540502
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,52.6882928024745
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,46.3614777541171
TR,Turkiye,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,46.7405303729401
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,28.849298110528
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,34.4790753177648
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,37.2580281492659
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,40.2192163533687
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,39.0234679461042
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,38.5732191379908
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,38.2695640665703
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,41.5701252327449
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,37.2434368821309
VN,Viet Nam,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,36.0276512949194
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2024,44.8309798829996
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2023,44.1610440626778
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2022,43.0995184381018
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2021,41.0418957615734
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2020,52.7841323729174
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2019,50.2481328155576
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2018,45.7412901934993
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2017,47.1927189929926
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2016,45.6902115131597
ZA,South Africa,DT.DOD.DECT.GN.ZS,Debt-to-GNI ratio,2015,37.711086621978
AR,Argentina,FR.INR.LEND,Lending interest rate,2024,61.7066666666666
AR,Argentina,FR.INR.LEND,Lending interest rate,2023,95.8941666666667
AR,Argentina,FR.INR.LEND,Lending interest rate,2022,52.3991666666667
AR,Argentina,FR.INR.LEND,Lending interest rate,2021,35.5583333333333
AR,Argentina,FR.INR.LEND,Lending interest rate,2020,29.3875
AR,Argentina,FR.INR.LEND,Lending interest rate,2019,67.2541666666667
AR,Argentina,FR.INR.LEND,Lending interest rate,2018,48.5166666666667
AR,Argentina,FR.INR.LEND,Lending interest rate,2017,26.5808333333333
AR,Argentina,FR.INR.LEND,Lending interest rate,2016,31.2325
AR,Argentina,FR.INR.LEND,Lending interest rate,2015,24.9158333333333
AU,Australia,FR.INR.LEND,Lending interest rate,2019,5.101
AU,Australia,FR.INR.LEND,Lending interest rate,2018,5.26083333333333
AU,Australia,FR.INR.LEND,Lending interest rate,2017,5.2455
AU,Australia,FR.INR.LEND,Lending interest rate,2016,5.42083333333333
AU,Australia,FR.INR.LEND,Lending interest rate,2015,5.575
BR,Brazil,FR.INR.LEND,Lending interest rate,2024,40.225
BR,Brazil,FR.INR.LEND,Lending interest rate,2023,43.6
BR,Brazil,FR.INR.LEND,Lending interest rate,2022,39.4
BR,Brazil,FR.INR.LEND,Lending interest rate,2021,30.0166666666667
BR,Brazil,FR.INR.LEND,Lending interest rate,2020,29.0416666666667
BR,Brazil,FR.INR.LEND,Lending interest rate,2019,37.475
BR,Brazil,FR.INR.LEND,Lending interest rate,2018,39.0833333333333
BR,Brazil,FR.INR.LEND,Lending interest rate,2017,46.9166666666667
BR,Brazil,FR.INR.LEND,Lending interest rate,2016,52.1
BR,Brazil,FR.INR.LEND,Lending interest rate,2015,43.9583333333333
CL,Chile,FR.INR.LEND,Lending interest rate,2018,4.17801925025561
CL,Chile,FR.INR.LEND,Lending interest rate,2017,4.55285507889072
CL,Chile,FR.INR.LEND,Lending interest rate,2016,5.58839657725206
CL,Chile,FR.INR.LEND,Lending interest rate,2015,5.51492732291402
CN,China,FR.INR.LEND,Lending interest rate,2024,4.35
CN,China,FR.INR.LEND,Lending interest rate,2023,4.35
CN,China,FR.INR.LEND,Lending interest rate,2022,4.35
CN,China,FR.INR.LEND,Lending interest rate,2021,4.35
CN,China,FR.INR.LEND,Lending interest rate,2020,4.35
CN,China,FR.INR.LEND,Lending interest rate,2019,4.35
CN,China,FR.INR.LEND,Lending interest rate,2018,4.35
CN,China,FR.INR.LEND,Lending interest rate,2017,4.35
CN,China,FR.INR.LEND,Lending interest rate,2016,4.35
CN,China,FR.INR.LEND,Lending interest rate,2015,4.35
CO,Colombia,FR.INR.LEND,Lending interest rate,2024,16.3744226380092
CO,Colombia,FR.INR.LEND,Lending interest rate,2023,21.0306368304862
CO,Colombia,FR.INR.LEND,Lending interest rate,2022,15.8075088706303
CO,Colombia,FR.INR.LEND,Lending interest rate,2021,9.3378484091001
CO,Colombia,FR.INR.LEND,Lending interest rate,2020,9.85052425129014
CO,Colombia,FR.INR.LEND,Lending interest rate,2019,11.7690653821827
CO,Colombia,FR.INR.LEND,Lending interest rate,2018,12.1148777449182
CO,Colombia,FR.INR.LEND,Lending interest rate,2017,13.6858303184817
CO,Colombia,FR.INR.LEND,Lending interest rate,2016,14.6454318106769
CO,Colombia,FR.INR.LEND,Lending interest rate,2015,11.4499872575296
CZ,Czechia,FR.INR.LEND,Lending interest rate,2024,4.71398151729159
CZ,Czechia,FR.INR.LEND,Lending interest rate,2023,4.68277500627328
CZ,Czechia,FR.INR.LEND,Lending interest rate,2022,4.22500917823384
CZ,Czechia,FR.INR.LEND,Lending interest rate,2021,3.20212533339961
CZ,Czechia,FR.INR.LEND,Lending interest rate,2020,3.34430704292427
CZ,Czechia,FR.INR.LEND,Lending interest rate,2019,3.68603218349691
CZ,Czechia,FR.INR.LEND,Lending interest rate,2018,3.54161587741081
CZ,Czechia,FR.INR.LEND,Lending interest rate,2017,3.58974364323778
CZ,Czechia,FR.INR.LEND,Lending interest rate,2016,3.9072462757748
CZ,Czechia,FR.INR.LEND,Lending interest rate,2015,4.28253332923938
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2024,24.2916666666667
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2023,17.7583333333333
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2022,10.5833333333333
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2021,9.425
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2020,11.3666666666667
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2019,16.1166666666667
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2018,18.3166666666667
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2017,18.175
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2016,13.6
EG,"Egypt, Arab Rep.",FR.INR.LEND,Lending interest rate,2015,11.625
HU,Hungary,FR.INR.LEND,Lending interest rate,2024,9.12671515640833
HU,Hungary,FR.INR.LEND,Lending interest rate,2023,15.3020823180167
HU,Hungary,FR.INR.LEND,Lending interest rate,2022,10.6554314535917
HU,Hungary,FR.INR.LEND,Lending interest rate,2021,2.9645376181
HU,Hungary,FR.INR.LEND,Lending interest rate,2020,1.95768913324167
HU,Hungary,FR.INR.LEND,Lending interest rate,2019,1.79243378790833
HU,Hungary,FR.INR.LEND,Lending interest rate,2018,1.47096759300833
HU,Hungary,FR.INR.LEND,Lending interest rate,2017,1.48114342166667
HU,Hungary,FR.INR.LEND,Lending interest rate,2016,2.08907111213333
HU,Hungary,FR.INR.LEND,Lending interest rate,2015,2.90249069046667
ID,Indonesia,FR.INR.LEND,Lending interest rate,2024,8.79568784927158
ID,Indonesia,FR.INR.LEND,Lending interest rate,2023,8.92666666666667
ID,Indonesia,FR.INR.LEND,Lending interest rate,2022,8.52
ID,Indonesia,FR.INR.LEND,Lending interest rate,2021,8.9225
ID,Indonesia,FR.INR.LEND,Lending interest rate,2020,9.54416666666667
ID,Indonesia,FR.INR.LEND,Lending interest rate,2019,10.3658333333333
ID,Indonesia,FR.INR.LEND,Lending interest rate,2018,10.5366666666667
ID,Indonesia,FR.INR.LEND,Lending interest rate,2017,11.0733333333333
ID,Indonesia,FR.INR.LEND,Lending interest rate,2016,11.8883333333333
ID,Indonesia,FR.INR.LEND,Lending interest rate,2015,12.6625
IN,India,FR.INR.LEND,Lending interest rate,2022,8.56714285714286
IN,India,FR.INR.LEND,Lending interest rate,2021,8.69833333333333
IN,India,FR.INR.LEND,Lending interest rate,2020,9.15
IN,India,FR.INR.LEND,Lending interest rate,2019,9.46625
IN,India,FR.INR.LEND,Lending interest rate,2018,9.45416666666667
IN,India,FR.INR.LEND,Lending interest rate,2017,9.50833333333333
IN,India,FR.INR.LEND,Lending interest rate,2016,9.6725
IN,India,FR.INR.LEND,Lending interest rate,2015,10.0083333333333
JO,Jordan,FR.INR.LEND,Lending interest rate,2024,8.48
JO,Jordan,FR.INR.LEND,Lending interest rate,2023,8.97833333333333
JO,Jordan,FR.INR.LEND,Lending interest rate,2022,7.36833333333333
JO,Jordan,FR.INR.LEND,Lending interest rate,2021,7.01583333333333
JO,Jordan,FR.INR.LEND,Lending interest rate,2020,7.48083333333333
JO,Jordan,FR.INR.LEND,Lending interest rate,2019,8.665
JO,Jordan,FR.INR.LEND,Lending interest rate,2018,8.66166666666667
JO,Jordan,FR.INR.LEND,Lending interest rate,2017,8.39333333333333
JO,Jordan,FR.INR.LEND,Lending interest rate,2016,8.115
JO,Jordan,FR.INR.LEND,Lending interest rate,2015,8.47666666666667
JP,Japan,FR.INR.LEND,Lending interest rate,2017,0.994
JP,Japan,FR.INR.LEND,Lending interest rate,2016,1.04475
JP,Japan,FR.INR.LEND,Lending interest rate,2015,1.14283333333333
KE,Kenya,FR.INR.LEND,Lending interest rate,2024,16.5931072517574
KE,Kenya,FR.INR.LEND,Lending interest rate,2023,13.588501716128
KE,Kenya,FR.INR.LEND,Lending interest rate,2022,12.3358409030593
KE,Kenya,FR.INR.LEND,Lending interest rate,2021,12.0799983467507
KE,Kenya,FR.INR.LEND,Lending interest rate,2020,11.9957846171539
KE,Kenya,FR.INR.LEND,Lending interest rate,2019,12.4411328875146
KE,Kenya,FR.INR.LEND,Lending interest rate,2018,13.0607588353757
KE,Kenya,FR.INR.LEND,Lending interest rate,2017,13.6675725164372
KE,Kenya,FR.INR.LEND,Lending interest rate,2016,16.5596306460545
KE,Kenya,FR.INR.LEND,Lending interest rate,2015,16.086613785739
MX,Mexico,FR.INR.LEND,Lending interest rate,2024,11.2233333333333
MX,Mexico,FR.INR.LEND,Lending interest rate,2023,11.5916666666667
MX,Mexico,FR.INR.LEND,Lending interest rate,2022,8.17916666666667
MX,Mexico,FR.INR.LEND,Lending interest rate,2021,4.89166666666667
