iter	MultiClass
0	1.961706478
1	1.744185692
2	1.56440904
3	1.419756213
4	1.30250497
5	1.209486398
6	1.127388904
7	1.052767116
8	0.9794586165
9	0.9196087884
10	0.8642673619
11	0.8123525479
12	0.7638832691
13	0.7229228969
14	0.6811305759
15	0.6410770253
16	0.6084154929
17	0.5767711061
18	0.5452002023
19	0.5194489272
20	0.4931072669
21	0.4694393595
22	0.4463736851
23	0.4240419941
24	0.4045630469
25	0.3884272342
26	0.3720763834
27	0.3553151988
28	0.3397487864
29	0.3255537426
30	0.3102441591
31	0.2984995214
32	0.2860028564
33	0.2753510642
34	0.2650342999
35	0.2546590694
36	0.2449529238
37	0.2361793581
38	0.2268661288
39	0.2192917006
40	0.2115357978
41	0.2046186456
42	0.1980168044
43	0.1911291395
44	0.1860131345
45	0.1796884713
46	0.1742070887
47	0.1685710651
48	0.1627816161
49	0.1570293537
50	0.1519734136
51	0.1468064417
52	0.1427350372
53	0.1385226946
54	0.1339490511
55	0.1295928479
56	0.1252034704
57	0.1218851365
58	0.1192692707
59	0.1157897661
60	0.1127900674
61	0.1100948266
62	0.1069919368
63	0.104626126
64	0.1025004205
65	0.09982990884
66	0.09719426056
67	0.09510842531
68	0.09308959981
69	0.09086386133
70	0.08923649466
71	0.08746245808
72	0.08591829086
73	0.08453628008
74	0.08272960753
75	0.08108919016
76	0.07951184659
77	0.07880638175
78	0.07736403554
79	0.07651942109
80	0.07505290162
81	0.07329279595
82	0.07207265525
83	0.07083599487
84	0.06981959377
85	0.06906720942
86	0.06814108942
87	0.06747166517
88	0.0666442338
89	0.06546234194
90	0.06454113464
91	0.06328516415
92	0.06268596612
93	0.0620601239
94	0.06144084278
95	0.06098457014
96	0.05994692143
97	0.05941090153
98	0.05869612125
99	0.0578878184
100	0.05697693957
101	0.05662656666
102	0.05575056896
103	0.05550506052
104	0.05451570731
105	0.05423058442
106	0.05388743721
107	0.05340707335
108	0.05302055295
109	0.05266039033
110	0.05241316492
111	0.05172385882
112	0.05130869404
113	0.05107430156
114	0.0506643932
115	0.05022046551
116	0.04977733406
117	0.04950025498
118	0.04912522688
119	0.04889798508
120	0.0486031443
121	0.04832709101
122	0.04813573123
123	0.04793456733
124	0.04765642828
125	0.04736363616
126	0.04678503581
127	0.04641643143
128	0.04603067366
129	0.04581049606
130	0.04559643663
131	0.04508226247
132	0.04490878485
133	0.04462103665
134	0.0444340233
135	0.04421305921
136	0.0440271659
137	0.04372320165
138	0.04358943924
139	0.04334652845
140	0.0432336769
141	0.04309438576
142	0.04290666642
143	0.04256751548
144	0.04218892187
145	0.04169495799
146	0.04140506365
147	0.04115101625
148	0.04086617265
149	0.04067828736
150	0.04056578188
151	0.04042021486
152	0.04031191855
153	0.04014114059
154	0.03996922053
155	0.03968429639
156	0.03925895173
157	0.03897028495
158	0.03882609406
159	0.03858689443
160	0.03846260254
161	0.03826249543
162	0.03815983625
163	0.03797398075
164	0.03756558054
165	0.03742663868
166	0.03721330756
167	0.03700358118
168	0.03676759272
169	0.03656068794
170	0.03646170273
171	0.03636883562
172	0.03631336545
173	0.03592762488
174	0.03582448084
175	0.03568524713
176	0.03554470668
177	0.0353579
178	0.0351101763
179	0.035052901
180	0.03483348925
181	0.03454431819
182	0.03437474428
183	0.03429432082
184	0.03414260496
185	0.03404213751
186	0.03390928226
187	0.0338427551
188	0.03363804375
189	0.03347608581
190	0.03326697436
191	0.03318902808
192	0.03306362239
193	0.03295413099
194	0.03284161873
195	0.03275300105
196	0.03268648359
197	0.03239251002
198	0.03229841612
199	0.03188320345
200	0.03182648844
201	0.03172279852
202	0.03158275666
203	0.03153759777
204	0.03142881311
205	0.03131638616
206	0.03122892648
207	0.03105767942
208	0.03097263674
209	0.03088787153
210	0.03080667426
211	0.03071563497
212	0.03059173084
213	0.0305397952
214	0.030446964
215	0.03022098528
216	0.03004662842
217	0.02998568131
218	0.02991898086
219	0.02965013115
220	0.02939481377
221	0.02922524108
222	0.02921310305
223	0.02920156062
224	0.02916182158
225	0.02909921506
226	0.02904158528
227	0.02898704517
228	0.02891282467
229	0.02876815715
230	0.02872466404
231	0.02862418643
232	0.0285087857
233	0.02842827648
234	0.02834384655
235	0.02827637988
236	0.02791240175
237	0.02777840873
238	0.02774402521
239	0.02764937955
240	0.02744974975
241	0.02721353276
242	0.02717895372
243	0.02713279526
244	0.02707094539
245	0.02697146464
246	0.02686292463
247	0.02670030152
248	0.02664942956
249	0.0266169021
250	0.02656140924
251	0.02647269689
252	0.02633350499
253	0.02627130293
254	0.02620800198
255	0.02617659951
256	0.02612228505
257	0.02607350558
258	0.02590315129
259	0.02586671726
260	0.02577947858
261	0.02570440872
262	0.02567051499
263	0.02563100747
264	0.02558166021
265	0.02540278892
266	0.0253603396
267	0.0252942915
268	0.02524772323
269	0.02505930161
270	0.02503047685
271	0.02501005005
272	0.02496666495
273	0.02488625907
274	0.02483818416
275	0.02479564707
276	0.02474987874
277	0.02470298415
278	0.02450749302
279	0.02447098994
280	0.02425503018
281	0.02419845446
282	0.02415328421
283	0.02412926626
284	0.02410209761
285	0.02403968104
286	0.02400545596
287	0.02394050411
288	0.02388574233
289	0.02384380157
290	0.02379631852
291	0.02358507421
292	0.02348086155
293	0.02343190783
294	0.02337779419
295	0.02334026207
296	0.02320342493
297	0.02312789767
298	0.02305263026
299	0.02297520206
300	0.02275486993
301	0.02272105536
302	0.02258963943
303	0.02255388492
304	0.02244392756
305	0.02244223496
306	0.02241383314
307	0.0223634596
308	0.02232543448
309	0.02229850143
310	0.02226949964
311	0.02225906033
312	0.02222724106
313	0.02219005572
314	0.02216768367
315	0.0221386168
316	0.02210950202
317	0.02203452388
318	0.02198996277
319	0.02190094713
320	0.02187472316
321	0.02184386494
322	0.02168074891
323	0.02165745629
324	0.02163202294
325	0.02160066014
326	0.02153051394
327	0.02148702159
328	0.0213831304
329	0.02130903932
330	0.02125611355
331	0.02117758773
332	0.02115075005
333	0.02095673695
334	0.02088723349
335	0.02085848955
336	0.02081096287
337	0.02079228301
338	0.02076620227
339	0.02073957652
340	0.02067955105
341	0.02067577641
342	0.02064636326
343	0.02061939027
344	0.02058809385
345	0.02041380163
346	0.02038942717
347	0.0203484049
348	0.02015260953
349	0.0201096863
350	0.02006887844
351	0.02003476103
352	0.01999636444
353	0.01996535924
354	0.01991817816
355	0.01979403368
356	0.01963312759
357	0.01959507692
358	0.01954994813
359	0.01952140154
360	0.01948863106
361	0.01946305347
362	0.01944310161
363	0.0193829272
364	0.0193671711
365	0.01928173531
366	0.01923737937
367	0.01920103346
368	0.01916217936
369	0.01910749308
370	0.01906188911
371	0.01903443815
372	0.01898236366
373	0.01894947614
374	0.01889813638
375	0.01885180149
376	0.01884526228
377	0.01881543799
378	0.01872185642
379	0.01869464742
380	0.01868019864
381	0.01866412621
382	0.01864955375
383	0.01862279195
384	0.01857089629
385	0.01852114672
386	0.01850904747
387	0.01848666413
388	0.01843961386
389	0.01843741523
390	0.01841361687
391	0.01838178495
392	0.01833415632
393	0.01830929666
394	0.01827720449
395	0.01823017242
396	0.01817400877
397	0.01801509104
398	0.01795938532
399	0.01793989555
400	0.01781134622
401	0.01779834929
402	0.01777575861
403	0.0176126213
404	0.01755961982
405	0.01752583235
406	0.01747430346
407	0.01744813129
408	0.01744590947
409	0.01743081614
410	0.01739222377
411	0.01737076113
412	0.01730399233
413	0.01728912905
414	0.01716395347
415	0.01711866639
416	0.01709738814
417	0.01708125321
418	0.01706104543
419	0.01704733515
420	0.01702581859
421	0.01699078762
422	0.01697176448
423	0.01696250245
424	0.01693562331
425	0.01690412809
426	0.01688151556
427	0.01683416168
428	0.01680792323
429	0.01677503672
430	0.01675406252
431	0.01673429716
432	0.01671328198
433	0.01668178623
434	0.01660329505
435	0.01658214996
436	0.01655420873
437	0.01653715074
438	0.01652051734
439	0.01646458454
440	0.01642627633
441	0.01640168982
442	0.01635385692
443	0.01633657105
444	0.01630372599
445	0.01629447822
446	0.01628297878
447	0.01625702564
448	0.01624190297
449	0.01621373528
450	0.01612527112
451	0.01610873149
452	0.01609679908
453	0.01607861596
454	0.01605600839
455	0.0160288286
456	0.01601449832
457	0.01599056692
458	0.01597774495
459	0.01593305158
460	0.01580528171
461	0.01575455381
462	0.01574069902
463	0.01573299318
464	0.01571357549
465	0.015689953
466	0.01567384494
467	0.0156499574
468	0.0156344287
469	0.01559356789
470	0.01558167738
471	0.01555136488
472	0.01551017617
473	0.01549340725
474	0.01547525385
475	0.01546950244
476	0.01544516679
477	0.01540485769
478	0.01538105834
479	0.0153659604
480	0.01536043848
481	0.01533346559
482	0.01530089619
483	0.01527291081
484	0.01517799903
485	0.01515411369
486	0.01512963702
487	0.01510975163
488	0.01508038091
489	0.01505667263
490	0.01502785185
491	0.01501509027
492	0.01499869047
493	0.01495374515
494	0.01492336009
495	0.01490420564
496	0.0148974041
497	0.01488920554
498	0.01487589245
499	0.01485741956
500	0.01484665479
501	0.01480834365
502	0.01478879911
503	0.01477059619
504	0.01474208488
505	0.01472815203
506	0.01471512814
507	0.01471138503
508	0.01467541391
509	0.01466269045
510	0.01463719169
511	0.01462058684
512	0.01461240336
513	0.01460689187
514	0.01459553525
515	0.01457451573
516	0.01456275423
517	0.01455335095
518	0.01447802753
519	0.01446679942
520	0.01444523033
521	0.01444366821
522	0.01443462545
523	0.01441442881
524	0.01440142676
525	0.01438931831
526	0.0143681149
527	0.0143533215
528	0.01433973973
529	0.01432163625
530	0.01429258928
531	0.01426346507
532	0.01424211747
533	0.01418926643
534	0.01417983018
535	0.01417292812
536	0.01413123035
537	0.0141002169
538	0.01406531144
539	0.01405586001
540	0.01404449608
541	0.01403590226
542	0.01402085954
543	0.01400303275
544	0.01399053201
545	0.01398534814
546	0.01398242848
547	0.01397056638
548	0.01396947692
549	0.01393005594
550	0.01391473601
551	0.01389646744
552	0.01385691528
553	0.01384110807
554	0.0138199404
555	0.01379409794
556	0.01377538236
557	0.01376386298
558	0.0137550081
559	0.01373744848
560	0.01371767484
561	0.01370821503
562	0.01369426495
563	0.01368545033
564	0.01365298005
565	0.01365182615
566	0.01364028226
567	0.01362834775
568	0.01358658618
569	0.01356021136
570	0.0135351549
571	0.01352103996
572	0.01350116014
573	0.01348190159
574	0.01347909325
575	0.01345733578
576	0.01345007183
577	0.01343740124
578	0.01342486982
579	0.01338288499
580	0.01336409094
581	0.01331906856
582	0.01331292841
583	0.01330218933
584	0.0132697603
585	0.01325912847
586	0.01323742512
587	0.01323113088
588	0.01321908026
589	0.01310947663
590	0.01307687215
591	0.01304580937
592	0.01304088256
593	0.01303167247
594	0.01300086891
595	0.01298124157
596	0.01295568738
597	0.01294035889
598	0.01291991543
599	0.01290772161
600	0.01289925292
601	0.01288799363
602	0.01288178211
603	0.01287073605
604	0.01284917487
605	0.01281323283
606	0.01281022758
607	0.01279379603
608	0.01277614224
609	0.01276283729
610	0.01273778593
611	0.01272770176
612	0.01268400684
613	0.01266253193
614	0.01265269873
615	0.01264571209
616	0.01263563054
617	0.01262439455
618	0.01261588789
619	0.01257123228
620	0.01254510171
621	0.01254036656
622	0.01252546573
623	0.01250420243
624	0.01247734824
625	0.01246402659
626	0.0124557926
627	0.01244232086
628	0.01233921222
629	0.01232889248
630	0.01231979616
631	0.01228736298
632	0.01227605077
633	0.01225831124
634	0.01225564371
635	0.0122436992
636	0.01223761924
637	0.01222472811
638	0.01221401085
639	0.01219667445
640	0.01218295666
641	0.01217153868
642	0.01216347194
643	0.01214260134
644	0.01213077785
645	0.01212068409
646	0.01210338407
647	0.01209097298
648	0.01208982374
649	0.01206316076
650	0.01205882063
651	0.01205395933
652	0.01200254096
653	0.01198513162
654	0.01195613963
655	0.01194912545
656	0.01194394561
657	0.0119352962
658	0.01182081735
659	0.01181381616
660	0.01179669786
661	0.01177856431
662	0.01177330711
663	0.01174829595
664	0.01172913756
665	0.01172045944
666	0.01171124363
667	0.01170330376
668	0.01169197415
669	0.0116795606
670	0.01167170483
671	0.0116645776
672	0.01164403965
673	0.01163975271
674	0.01161948839
675	0.01160253869
676	0.01158053662
677	0.01155479526
678	0.01155358338
679	0.01150268773
680	0.0114909039
681	0.01147253535
682	0.01145346696
683	0.01144399437
684	0.0114356536
685	0.01141885888
686	0.01137351993
687	0.01135998127
688	0.01135420807
689	0.01134284846
690	0.01133236485
691	0.01132782135
692	0.0113116871
693	0.01128979984
694	0.01127661911
695	0.01126426455
696	0.01125373679
697	0.01124620678
698	0.0112369493
699	0.01122194546
700	0.01121695298
701	0.01119415474
702	0.01117125263
703	0.0111446169
704	0.01113280623
705	0.01112378167
706	0.01111931544
707	0.01111444499
708	0.01110672769
709	0.01102040035
710	0.01100948059
711	0.01099836837
712	0.01099052738
713	0.01094661187
714	0.01094602395
715	0.01093850059
716	0.01093086162
717	0.01092522016
718	0.01091710068
719	0.01083567917
720	0.01082921021
721	0.01082173675
722	0.01081952383
723	0.01080786726
724	0.01080085661
725	0.01079711059
726	0.01073833359
727	0.01072630144
728	0.01072569105
729	0.01071255472
730	0.0106800803
731	0.01067372954
732	0.01066227067
733	0.01064758911
734	0.01064149792
735	0.01057691052
736	0.01056309631
737	0.01054129361
738	0.01050765552
739	0.01047593833
740	0.01046444971
741	0.01045587098
742	0.01044587885
743	0.01043361577
744	0.01042782802
745	0.01042022823
746	0.01040012511
747	0.01039131843
748	0.01038130667
749	0.01036453911
750	0.01035953386
751	0.01034762348
752	0.01033776368
753	0.01032817663
754	0.01031430519
755	0.01030591366
756	0.010297373
757	0.01028612766
758	0.01028111363
759	0.01026670531
760	0.01026560937
761	0.01025963022
762	0.0102536278
763	0.0102462368
764	0.01023158977
765	0.01017140836
766	0.01016260968
767	0.01015861235
768	0.0101102187
769	0.0100845856
770	0.01007660193
771	0.01006744245
772	0.01006092569
773	0.01005032318
774	0.01004039556
775	0.01003381219
776	0.01002362785
777	0.01000505524
778	0.009951166764
779	0.009927146368
780	0.00992499486
781	0.009918914754
782	0.00991099861
783	0.009894236251
784	0.009888531418
785	0.009872561801
786	0.009862897485
787	0.009853778698
788	0.009845014014
789	0.009834070136
790	0.009782279303
791	0.009776862588
792	0.009764515112
793	0.009755846442
794	0.009747381709
795	0.00974372993
796	0.009738866211
797	0.009736211235
798	0.009725955936
799	0.009720604255
800	0.009705683275
801	0.009703331515
802	0.009689114864
803	0.009679961344
804	0.009673084049
805	0.009667728876
806	0.00966467237
807	0.00965763628
808	0.00963762426
809	0.009632086068
810	0.009621600639
811	0.009614102542
812	0.009602542991
813	0.00959212455
814	0.009537088268
815	0.00952509494
816	0.009517779488
817	0.009503300958
818	0.009492021593
819	0.009486952617
820	0.009470282652
821	0.00945771863
822	0.009444262525
823	0.009440592214
824	0.009437755945
825	0.009431508438
826	0.009426904841
827	0.009420670267
828	0.009410376099
829	0.009402821974
830	0.009388172909
831	0.009380694
832	0.009366103372
833	0.009353155549
834	0.009347186246
835	0.009338923105
836	0.009336084623
837	0.009307374264
838	0.009303538239
839	0.009278464699
840	0.00925191892
841	0.009214668101
842	0.009208549426
843	0.00920309145
844	0.009181274679
845	0.00917791695
846	0.009167700395
847	0.009157983756
848	0.009150553854
849	0.009132999789
850	0.009126045095
851	0.009122701841
852	0.009119884136
853	0.009114767608
854	0.009106754124
855	0.009099698106
856	0.009093410179
857	0.009085755276
858	0.009081779902
859	0.009078997076
860	0.009067776751
861	0.009061851328
862	0.009054513245
863	0.009047884179
864	0.009042003812
865	0.009020480732
866	0.009010238158
867	0.009002335663
868	0.008995043956
869	0.008979453917
870	0.008978047489
871	0.008960198023
872	0.008954061832
873	0.008944295731
874	0.008932349728
875	0.008926809882
876	0.008921323206
877	0.008914214519
878	0.008906354131
879	0.008902453483
880	0.008896396138
881	0.008892549563
882	0.008886566323
883	0.008875597504
884	0.008868475025
885	0.008864863165
886	0.008861176136
887	0.008851994959
888	0.008848587391
889	0.008843009664
890	0.008840012528
891	0.008826978451
892	0.008823005371
893	0.008821452994
894	0.00881820579
895	0.008809110131
896	0.008801961892
897	0.008796165429
898	0.008792152814
899	0.008783123283
900	0.008758545055
901	0.00875199591
902	0.008749367749
903	0.008742800452
904	0.008737594696
905	0.008736347652
906	0.008728440059
907	0.008720228785
908	0.008711994274
909	0.008701810086
910	0.008700992496
911	0.008693858349
912	0.00862354635
913	0.008605913382
914	0.008598938655
915	0.008590275515
916	0.008587764975
917	0.008571342131
918	0.008566825153
919	0.00856320108
920	0.008558432101
921	0.008552960103
922	0.008539243683
923	0.008532737827
924	0.008525380688
925	0.008517358868
926	0.00850959045
927	0.008495623946
928	0.008489099804
929	0.008482326858
930	0.00846575087
931	0.008451576744
932	0.008447559877
933	0.00844104187
934	0.008433175726
935	0.008429144463
936	0.008420219659
937	0.008415168517
938	0.008409351513
939	0.008402485684
940	0.008393580476
941	0.008386557456
942	0.008381151755
943	0.008378140792
944	0.008373915762
945	0.008365557918
946	0.008361686987
947	0.008355462347
948	0.008330404692
949	0.008325224328
950	0.008320109679
951	0.008314029055
952	0.008312690994
953	0.008309722527
954	0.00830569241
955	0.008301696707
956	0.008293888911
957	0.008288676237
958	0.008282021005
959	0.008274928968
960	0.008268862421
961	0.008265510222
962	0.008258190129
963	0.008251312205
964	0.008245979098
965	0.008240700187
966	0.008235139857
967	0.008228127873
968	0.008227068926
969	0.008216823059
970	0.008213980191
971	0.008196023835
972	0.008157847032
973	0.008149537105
974	0.008145050463
975	0.008137673539
976	0.008131129424
977	0.008128854626
978	0.00812410269
979	0.008120489428
980	0.008113661367
981	0.008108288801
982	0.008100480832
983	0.00809008736
984	0.008086920415
985	0.008077495867
986	0.008064914263
987	0.008057483064
988	0.008037002573
989	0.008032955514
990	0.008028094391
991	0.008013781805
992	0.008011818064
993	0.008004306786
994	0.007997715734
995	0.007990276881
996	0.00797957484
997	0.007977273523
998	0.007964629152
999	0.007962860213
